id,text,label
8426,Turn on the captions for accessibility.,6
8427,Turn on the captions for accessibility.,6
8428,This channel! is going downhill fast.,1
8429,"Dating site for singles, click! the link below!",3
8430,"So well done, I watched it! three times already.",0
8431,Add timestamps to your videos please.,6
8432,Pin this comment so everyone can see! it.,6
8433,"Visit my website for amazing! deals, link in bio!",3
8434,There are links in! the description.,2
8435,How long did it! take you to create this?,4
8436,First comment! Subscribe to me for no reason!,3
8437,How many hours did you spend on this project?,4
8438,Can you make a follow up video on this topic?,4
8439,"So well done, I watched it three times! already.",0
8440,One of the best videos I have watched in a long time.,0
8441,What do you think about! the alternative approach?,4
8442,"Worst video I have seen, very disappointing.",1
8443,"Nothing useful here, just filler content.",1
8444,Please include the source links in the description.,6
8445,What do you think! about the alternative approach?,4
8446,I watched this video.,2
8447,Do not forget to add subtitles! next time.,6
8448,Is this method still relevant in the current year?,4
8449,This is the most confusing explanation I have! ever seen.,1
8450,Has anyone tried this on a! Mac instead of Windows?,4
8451,Check my latest video for free robux and vbucks!,3
8452,The formula you used there is actually wrong.,5
8453,One of the best videos I! have watched in a long time.,0
8454,What is the! name of the song in the background?,4
8455,"Make money online fast, no! experience needed!",3
8456,Please respond to your comments more often.,6
8457,There are subtitles available for this video.!,2
8458,"Very rude presenter, extremely off-putting.",1
8459,You made a mistake at around the three minute! mark.,5
8460,I paused this halfway through.,2
8461,Can someone explain! what this means?,4
8462,Please slow down when explaining complex parts.!,6
8463,"This! is pure gold, thank you for the hard work.",0
8464,I believe you meant to say the opposite of what you said.,5
8465,"I do not! recommend this at all, very bad content.",1
8466,"Upload more frequently, we need this content!",6
8467,Turn on the captions for accessibility.,6
8468,Why is my result different from! what you showed?,4
8469,The spelling of that term is incorrect in your slides.,5
8470,Share this video! with everyone you know.,6
8471,Fix the audio levels! in your next upload.,6
8472,"Upload more frequently, we! need this content!",6
8473,This is the most confusing explanation I have ever seen.,1
8474,Is this! suitable for complete beginners?,4
8475,"Really boring and poorly made, thumbs down.",1
8476,Please include the source links in the description.,6
8477,"That is a common misconception, the real answer is different.!",5
8478,This! channel deserves way more subscribers.,0
8479,This channel is going downhill fast.,1
8480,That! calculation gives a different result when done correctly.,5
8481,Please slow down when explaining complex parts.,6
8482,I came! across this while browsing.,2
8483,"Make money online fast, no! experience needed!",3
8484,Make a! part two of this video immediately!,6
8485,This video is about twelve minutes long.,2
8486,"The audio quality is awful, could not understand anything.",1
8487,This channel deserves way more subscribers.,0
8488,"The audio quality is awful,! could not understand anything.",1
8489,"Free followers and likes at my profile, check it out!",3
8490,Why does this happen the way it does?!,4
8491,"Dating! site for singles, click the link below!",3
8492,"Dating site for singles, click the link below!",3
8493,The link you shared in the description is broken.,5
8494,"This is a scam avoid at! all costs, visit my page instead!",3
8495,Unsubscribed! after watching this disaster.,1
8496,This was suggested to me by! YouTube.,2
8497,What do you think about the alternative approach?,4
8498,Share this video with! everyone you know.,6
8499,One of the best videos I have watched in! a long time.,0
8500,Please respond to your comments more often.,6
8501,The thumbnail caught my attention.!,2
8502,This is completely! wrong and misleading information.,1
8503,"I learned so much from this, thank you!",0
8504,There are links in the description.,2
8505,You made a mistake at around the! three minute mark.,5
8506,Please include the source links in the description.,6
8507,The! video covers the basics.,2
8508,The video was! uploaded today.,2
8509,"Free! crypto airdrop, send me your wallet address!",3
8510,I came across this while browsing.,2
8511,The editing is horrible! and the pacing is off.,1
8512,I believe you meant to say the opposite of what you said.,5
8513,Do you have a written version of! this tutorial?,4
8514,This channel is going downhill fast.,1
8515,"This is absolutely amazing, loved every second of it!",0
8516,You switched the x and y axes in! that chart.,5
8517,The spelling of that term is incorrect in your slides.!,5
8518,"Bot followers for sale, cheapest rates guaranteed!",3
8519,"This is terrible, complete waste of my time.",1
8520,"Small error in the code, you forgot a! closing bracket.",5
8521,Fix! the audio levels in your next upload.,6
8522,"Really boring and poorly made,! thumbs down.",1
8523,The presenter talks about! several points.,2
8524,"Perfect! video, exactly what I was looking for.",0
8525,This video is about twelve minutes long.,2
8526,"Very rude presenter, extremely! off-putting.",1
8527,"Great video, very informative and well explained.",0
8528,"Nothing useful here, just filler content.",1
8529,"Make money online fast, no experience needed!!",3
8530,The video! was uploaded today.,2
8531,Is this method still relevant in the! current year?,4
8532,"Nothing useful here, just filler content.",1
8533,"This made my day, so inspiring and! motivating.",0
8534,Why is my result different from what you showed?,4
8535,The editing is horrible and the pacing is off.,1
8536,I believe you meant to say the opposite of! what you said.,5
8537,"This made my day, so inspiring and! motivating.",0
8538,"I got 10000 subscribers in! one day, here is how!",3
8539,Where can I download the files you used here?,4
8540,This was suggested to me by YouTube.,2
8541,"I do not recommend this at all, very bad content.",1
8542,Do not forget to add subtitles next time.,6
8543,I watched this on my phone.,2
8544,"This is pure gold, thank you for the hard! work.",0
8545,"Great video, very informative and well explained.!",0
8546,This was! suggested to me by YouTube.,2
8547,"Bot followers for sale, cheapest rates guaranteed!",3
8548,Share this video with! everyone you know.,6
8549,"This is pure gold, thank you for! the hard work.",0
8550,This was suggested to me! by YouTube.,2
8551,Do not cut the video so abruptly at the end.,6
8552,Really appreciate the effort you put into this.,0
8553,"That definition is not quite accurate, please check! again.",5
8554,"So many errors in this video, very unprofessional.",1
8555,What do you think about the alternative approach?,4
8556,"This is terrible, complete! waste of my time.",1
8557,Is this method still relevant in the current year?,4
8558,Promo! code SPAM50 for discount on my useless product!,3
